"day","actions","events","asc","dead","alive","broadcast","mail","vote","messages","daychange"
"50","","","","","","","1","","<tr><td><table><tbody><tr><td style=""text-center;margin:auto;"">   <img src=""../../avatars/00134.png"" style=""width:48px;height:48px;""/><br/> Dr.Blue </td><td style=""vertical-align:middle;"">» » »</td> <td style=""text-align:center;margin:auto;"">   <img src=""../../avatars/00178.png"" style=""width:48px;height:48px;""/><br/> Dr.Gray </td></tr></tbody></table></td><td><pre><b>Private message:</b>i didnt, i moved hideout like i said</pre></td></tr>",""
"50","","","1","","","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00165.png"" style=""width:48px;height:48px;""/> Dr.Green: </td> <td style=""text-align:justify;width:75%;color: #ffc91b;;"">ok </td></tr>",""
"50","","","","1","","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00101.png"" style=""width:48px;height:48px;""/> Dr.Gold: </td> <td style=""text-align:justify;width:75%;color: #911eb4;;"">shoot sry man </td></tr>",""
"50","","","","","","","1","","<tr><td><table><tbody><tr><td style=""text-center;margin:auto;"">   <img src=""../../avatars/00134.png"" style=""width:48px;height:48px;""/><br/> Dr.Blue </td><td style=""vertical-align:middle;"">» » »</td> <td style=""text-align:center;margin:auto;"">   <img src=""../../avatars/00178.png"" style=""width:48px;height:48px;""/><br/> Dr.Gray </td></tr></tbody></table></td><td><pre><b>Private message:</b>i dont want to get moled by this AL who is still in</pre></td></tr>",""
"50","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00091.png"" style=""width:48px;height:48px;""/> Dr.White: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">every ism, enforcer, or cctv needs to claim </td></tr>",""
"50","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00182.png"" style=""width:48px;height:48px;""/> Mrs.Magenta: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">do I go desp or do my last follow ? </td></tr>",""
"50","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00091.png"" style=""width:48px;height:48px;""/> Dr.White: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">and all we got is mag </td></tr>",""
"50","","","","","","","","1","<tr><td colspan=""2"" style=""color:#ff0001;text-align:center;font-size:1.0em;"">Dr.Blue voted to kill Mrs.Magenta</td></tr>",""
"50","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00134.png"" style=""width:48px;height:48px;""/> Dr.Blue: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">how about </td></tr>",""
"50","","","","1","","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00049.png"" style=""width:48px;height:48px;""/> Dr.Silver: </td> <td style=""text-align:justify;width:75%;color: #911eb4;;"">If red had told me he was AGENT, I could have protected them </td></tr>",""
"50","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00134.png"" style=""width:48px;height:48px;""/> Dr.Blue: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">we start voting </td></tr>",""
"50","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00134.png"" style=""width:48px;height:48px;""/> Dr.Blue: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">NOW! </td></tr>",""
"50","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00048.png"" style=""width:48px;height:48px;""/> Dr.Pink: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">Ol said cyan </td></tr>",""
"50","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00165.png"" style=""width:48px;height:48px;""/> Dr.Green: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">btw there was 2 RBs right? </td></tr>",""
"50","","","","","","","1","","<tr><td><table><tbody><tr><td style=""text-center;margin:auto;"">   <img src=""../../avatars/00178.png"" style=""width:48px;height:48px;""/><br/> Dr.Gray </td><td style=""vertical-align:middle;"">» » »</td> <td style=""text-align:center;margin:auto;"">   <img src=""../../avatars/00134.png"" style=""width:48px;height:48px;""/><br/> Dr.Blue </td></tr></tbody></table></td><td><pre><b>Private message:</b>are you solo. </pre></td></tr>",""
"50","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00134.png"" style=""width:48px;height:48px;""/> Dr.Blue: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">we have 7 days </td></tr>",""
"50","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00003.png"" style=""width:48px;height:48px;""/> Dr.Orange: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">why vote when we can just have white and someone occ mag again </td></tr>",""
"50","","","","","","","1","","<tr><td><table><tbody><tr><td style=""text-center;margin:auto;"">   <img src=""../../avatars/00015.png"" style=""width:48px;height:48px;""/><br/> Dr.Brown </td><td style=""vertical-align:middle;"">» » »</td> <td style=""text-align:center;margin:auto;"">   <img src=""../../avatars/00178.png"" style=""width:48px;height:48px;""/><br/> Dr.Gray </td></tr></tbody></table></td><td><pre><b>Private message:</b>ol this is bad we only have 2 days left</pre></td></tr>",""
"50","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00182.png"" style=""width:48px;height:48px;""/> Mrs.Magenta: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">CLASS: Inside Man
AFK before
DAY 2: Insider Knowledge : 34++
NIGHT 2: Follow (Dr.Cyan) never left
DAY 3: Plant Keylogger (203.0.113.30)
NIGHT 3: Follow (Dr.Blue) - White + Green mm
DAY 4: Insider Knowledge : 30++
NIGHT 4: Follow (Dr.Brown) - Orange mm'ed me </td></tr>",""
"50","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00003.png"" style=""width:48px;height:48px;""/> Dr.Orange: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">ethical hacker </td></tr>",""
"50","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00134.png"" style=""width:48px;height:48px;""/> Dr.Blue: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">WE HAVE </td></tr>",""
"50","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00134.png"" style=""width:48px;height:48px;""/> Dr.Blue: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">7 DAYS. </td></tr>",""
"50","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00015.png"" style=""width:48px;height:48px;""/> Dr.Cyan: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">CLASS: Journalist </td></tr>",""
"50","","","","","","","1","","<tr><td><table><tbody><tr><td style=""text-center;margin:auto;"">   <img src=""../../avatars/00134.png"" style=""width:48px;height:48px;""/><br/> Dr.Blue </td><td style=""vertical-align:middle;"">» » »</td> <td style=""text-align:center;margin:auto;"">   <img src=""../../avatars/00178.png"" style=""width:48px;height:48px;""/><br/> Dr.Gray </td></tr></tbody></table></td><td><pre><b>Private message:</b>yes</pre></td></tr>",""
"50","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00134.png"" style=""width:48px;height:48px;""/> Dr.Blue: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">WE </td></tr>",""
"50","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00003.png"" style=""width:48px;height:48px;""/> Dr.Orange: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">2 more days of trollage </td></tr>",""
"50","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00134.png"" style=""width:48px;height:48px;""/> Dr.Blue: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">SHOULD </td></tr>",""
"50","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00134.png"" style=""width:48px;height:48px;""/> Dr.Blue: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">VOTE. </td></tr>",""
"50","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00091.png"" style=""width:48px;height:48px;""/> Dr.White: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">okay here's my info </td></tr>",""
"50","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00048.png"" style=""width:48px;height:48px;""/> Dr.Pink: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">OL SAID VOTE CYAN </td></tr>",""
"50","","","","","","","","1","<tr><td colspan=""2"" style=""color:#ff0001;text-align:center;font-size:1.0em;"">Mrs.Magenta voted to kill Dr.Cyan</td></tr>",""
"50","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00091.png"" style=""width:48px;height:48px;""/> Dr.White: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">since ol is straight silent </td></tr>",""
"50","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00134.png"" style=""width:48px;height:48px;""/> Dr.Blue: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">cyan is journo </td></tr>",""
"50","","","","1","","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00172.png"" style=""width:48px;height:48px;""/> Dr.Red: </td> <td style=""text-align:justify;width:75%;color: #911eb4;;"">silver there was nothing you or i could have done lol </td></tr>",""
"50","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00134.png"" style=""width:48px;height:48px;""/> Dr.Blue: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">idk why we're thinking he is not </td></tr>",""
"50","","","","","","","","1","<tr><td colspan=""2"" style=""color:#ff0001;text-align:center;font-size:1.0em;"">Dr.Orange voted to kill Dr.Cyan</td></tr>",""
"50","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00003.png"" style=""width:48px;height:48px;""/> Dr.Orange: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">ol is racist </td></tr>",""
"50","","","","1","","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00172.png"" style=""width:48px;height:48px;""/> Dr.Red: </td> <td style=""text-align:justify;width:75%;color: #911eb4;;"">you emailed me at the last 10 seconds on n1 </td></tr>",""
"50","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00003.png"" style=""width:48px;height:48px;""/> Dr.Orange: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">i have to vote cyan </td></tr>",""
"50","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00091.png"" style=""width:48px;height:48px;""/> Dr.White: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">.31 was route removed </td></tr>",""
"50","","","","","","","","1","<tr><td colspan=""2"" style=""color:#ff0001;text-align:center;font-size:1.0em;"">Dr.Pink voted to kill Dr.Cyan</td></tr>",""
"50","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00134.png"" style=""width:48px;height:48px;""/> Dr.Blue: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">we're really wasting a vote on the journo??? </td></tr>",""
"50","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00091.png"" style=""width:48px;height:48px;""/> Dr.White: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">so we have fops mole </td></tr>",""
"50","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00134.png"" style=""width:48px;height:48px;""/> Dr.Blue: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">thats cringe </td></tr>",""
"50","","","","1","","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00172.png"" style=""width:48px;height:48px;""/> Dr.Red: </td> <td style=""text-align:justify;width:75%;color: #911eb4;;"">i was getting occ'd by white either way </td></tr>",""
"50","","","","","","1","","","<tr><td colspan=""2""><pre><b>ANONYMOUS BROADCAST:</b> green logs</pre></td></tr>",""
"50","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00003.png"" style=""width:48px;height:48px;""/> Dr.Orange: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">route remove what </td></tr>",""
"50","","","","1","","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00101.png"" style=""width:48px;height:48px;""/> Dr.Gold: </td> <td style=""text-align:justify;width:75%;color: #911eb4;;"">he means he would've doxxed you neutral or something </td></tr>",""
"50","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00091.png"" style=""width:48px;height:48px;""/> Dr.White: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">so ism, enforcer, or cams </td></tr>",""
"50","","","","","","","","1","<tr><td colspan=""2"" style=""color:#ff0001;text-align:center;font-size:1.0em;"">Dr.Green voted to kill Dr.Cyan</td></tr>",""
"50","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00134.png"" style=""width:48px;height:48px;""/> Dr.Blue: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">[!] Dr.White: .31 was route removed </td></tr>",""
"50","","","","1","","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00172.png"" style=""width:48px;height:48px;""/> Dr.Red: </td> <td style=""text-align:justify;width:75%;color: #911eb4;;"">and i get intel downloaded on me d2 </td></tr>",""
"50","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00134.png"" style=""width:48px;height:48px;""/> Dr.Blue: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">PING </td></tr>",""
"50","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00134.png"" style=""width:48px;height:48px;""/> Dr.Blue: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">YOURE ACTING SMART </td></tr>",""
"50","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00134.png"" style=""width:48px;height:48px;""/> Dr.Blue: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">BUT YOURE NOT </td></tr>",""
"50","","","","","","","1","","<tr><td><table><tbody><tr><td style=""text-center;margin:auto;"">   <img src=""../../avatars/00015.png"" style=""width:48px;height:48px;""/><br/> Dr.Brown </td><td style=""vertical-align:middle;"">» » »</td> <td style=""text-align:center;margin:auto;"">   <img src=""../../avatars/00178.png"" style=""width:48px;height:48px;""/><br/> Dr.Gray </td></tr></tbody></table></td><td><pre><b>Private message:</b>we need to act fast</pre></td></tr>",""
"50","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00134.png"" style=""width:48px;height:48px;""/> Dr.Blue: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">thats not how add route works </td></tr>",""
"50","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00165.png"" style=""width:48px;height:48px;""/> Dr.Green: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">CLASS: Analyst


DAY 1: Hack Target (203.0.113.26) - success
NIGHT 1: Midnight Meeting (Dr.Gray)
DAY 2: Download Intel (203.0.113.26) - red is fops class
NIGHT 2: Ask The Right Question (Dr.Gray) - capable of hacking
DAY 3: Download Intel (203.0.113.27) - failed due to RB
NIGHT 3: Midnight Meeting (Mrs.Magenta)
DAY 4: Download Intel (203.0.113.31) - failed due to RB
NIGHT 4: nothing </td></tr>",""
"50","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00091.png"" style=""width:48px;height:48px;""/> Dr.White: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">shut up!! </td></tr>",""
"50","","","","","","","","1","<tr><td colspan=""2"" style=""color:#ff0001;text-align:center;font-size:1.0em;"">Dr.Brown voted to kill Dr.Cyan</td></tr>",""
"50","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00003.png"" style=""width:48px;height:48px;""/> Dr.Orange: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">white what is route remove </td></tr>",""
"50","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00134.png"" style=""width:48px;height:48px;""/> Dr.Blue: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">dont try to impersonate me </td></tr>",""
"50","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00134.png"" style=""width:48px;height:48px;""/> Dr.Blue: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">IM THE ADD ROUTE OL </td></tr>",""
"50","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00134.png"" style=""width:48px;height:48px;""/> Dr.Blue: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">NOT YOU </td></tr>",""
"50","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00091.png"" style=""width:48px;height:48px;""/> Dr.White: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">it was route removed so </td></tr>",""
"50","","","","","","","","1","<tr><td colspan=""2"" style=""color:#ff0001;text-align:center;font-size:1.0em;"">Dr.Blue changed vote to kill Dr.Cyan</td></tr>",""
"50","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00091.png"" style=""width:48px;height:48px;""/> Dr.White: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">shut up!!! </td></tr>",""
"50","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00003.png"" style=""width:48px;height:48px;""/> Dr.Orange: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">proo </td></tr>",""
"50","","","","","","","","1","<tr><td colspan=""2"" style=""color:#ff0001;text-align:center;font-size:1.0em;"">Dr.White voted to kill Dr.Cyan</td></tr>",""
"50","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00015.png"" style=""width:48px;height:48px;""/> Dr.Cyan: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">you'are wasting your vote </td></tr>",""
"50","","","1","","","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00003.png"" style=""width:48px;height:48px;""/> Dr.Orange: </td> <td style=""text-align:justify;width:75%;color: #ffc91b;;"">i have gone all in </td></tr>",""
"50","","","","1","","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00101.png"" style=""width:48px;height:48px;""/> Dr.Gold: </td> <td style=""text-align:justify;width:75%;color: #911eb4;;"">I guess that doesn't work, if you're field agent neutral </td></tr>",""
"50","","","","1","","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00049.png"" style=""width:48px;height:48px;""/> Dr.Silver: </td> <td style=""text-align:justify;width:75%;color: #911eb4;;"">Hope I get LC again </td></tr>",""
"50","","","1","","","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00003.png"" style=""width:48px;height:48px;""/> Dr.Orange: </td> <td style=""text-align:justify;width:75%;color: #ffc91b;;"">i have b </td></tr>",""
"","","","","","","","","","<tr><td colspan=""2"" style=""color:#00ff01;text-align:center;font-size:1.5em;""> <hr/>Committed Actions On Day 5<hr/></td></tr>",""
"","50","","","","","","","","<tr> <td style=""text-align:left;width:30%;"">   <img src=""../../avatars/00134.png"" style=""width:48px;height:48px;""/> Dr.Blue: </td> <td style=""text-align:justify;width:70%;color: #fff;""><i>Dr.Blue used skill <a href=""https://www.playuntrusted.com/manual/skills/#DESPERATE_MEASURES"" target=""_new"">Desperate Measures</a></i></td></tr>",""
"","50","","","","","","","","<tr> <td style=""text-align:left;width:30%;"">   <img src=""../../avatars/00015.png"" style=""width:48px;height:48px;""/> Dr.Brown: </td> <td style=""text-align:justify;width:70%;color: #fff;""><i>Dr.Brown used skill <a href=""https://www.playuntrusted.com/manual/skills/#HACK_NODE"" target=""_new"">Hack Target</a> on 203.0.113.31</i></td></tr>",""
"","50","","","","","","","","<tr> <td style=""text-align:left;width:30%;"">   <img src=""../../avatars/00178.png"" style=""width:48px;height:48px;""/> Dr.Gray: </td> <td style=""text-align:justify;width:70%;color: #fff;""><i>Dr.Gray used skill <a href=""https://www.playuntrusted.com/manual/skills/#HACK_NODE"" target=""_new"">Hack Target</a> on 203.0.113.31</i></td></tr>",""
"","50","","","","","","","","<tr> <td style=""text-align:left;width:30%;"">   <img src=""../../avatars/00003.png"" style=""width:48px;height:48px;""/> Dr.Orange: </td> <td style=""text-align:justify;width:70%;color: #fff;""><i>Dr.Orange used skill <a href=""https://www.playuntrusted.com/manual/skills/#ALL_IN"" target=""_new"">All In</a></i></td></tr>",""
"","50","","","","","","","","<tr> <td style=""text-align:left;width:30%;"">   <img src=""../../avatars/00048.png"" style=""width:48px;height:48px;""/> Dr.Pink: </td> <td style=""text-align:justify;width:70%;color: #fff;""><i>Dr.Pink used skill <a href=""https://www.playuntrusted.com/manual/skills/#HACK_NODE"" target=""_new"">Hack Target</a> on 203.0.113.31</i></td></tr>",""
"","50","","","","","","","","<tr> <td style=""text-align:left;width:30%;"">   <img src=""../../avatars/00091.png"" style=""width:48px;height:48px;""/> Dr.White: </td> <td style=""text-align:justify;width:70%;color: #fff;""><i>Dr.White used skill <a href=""https://www.playuntrusted.com/manual/skills/#HACK_NODE"" target=""_new"">Hack Target</a> on 203.0.113.31</i></td></tr>",""
"","","","","","","","","","<tr><td colspan=""2"" style=""color:#00ff01;text-align:center;font-size:1.5em;""> <hr/>Events for Day 5<hr/></td></tr>",""
"","","","","","","","","","<tr><td colspan=""2"" style=""color:#00ff01;text-align:right;font-size:1.5em;"">Public Event Log «</td></tr>",""
"","","50","","","","","","","<tr><td colspan=""2"" style=""color:#fff;text-align:center;"">Dr.Cyan was found dead under suspicious circumstances. Rumor is that the victim was a(n) Journalist.</td></tr>",""
"","","50","","","","","","","<tr><td colspan=""2"" style=""color:#fff;text-align:center;"">NETSEC now has root privileges on 203.0.113.31.</td></tr>",""
"","","","","","","","","","<tr><td colspan=""2"" style=""color:#00ff01;text-align:right;font-size:1.5em;"">Private Event Logs «</td></tr>",""
"","","50","","","","","","","<tr><td colspan=""2"" style=""color:#fff;text-align:center;"">(Dr.Blue) You have followed the Operation Leader's emergency protocols and became an Improvised Hacker.</td></tr>",""
"","","50","","","","","","","<tr><td colspan=""2"" style=""color:#fff;text-align:center;"">(Dr.Brown) You failed in your attempt to gain access to 203.0.113.31.</td></tr>",""
"","","50","","","","","","","<tr><td colspan=""2"" style=""color:#fff;text-align:center;"">(Dr.Cyan) Dr.Cyan was found dead under suspicious circumstances. Rumor is that the victim was a(n) Journalist.</td></tr>",""
"","","50","","","","","","","<tr><td colspan=""2"" style=""color:#fff;text-align:center;"">No private events for Dr.Gold.</td></tr>",""
"","","50","","","","","","","<tr><td colspan=""2"" style=""color:#fff;text-align:center;"">(Dr.Gray) You successfully gained root privileges on 203.0.113.31.</td></tr>",""
"","","50","","","","","","","<tr><td colspan=""2"" style=""color:#fff;text-align:center;"">No private events for Dr.Green.</td></tr>",""
"","","50","","","","","","","<tr><td colspan=""2"" style=""color:#fff;text-align:center;"">(Dr.Orange) You went all in: you are now the Field Agent.</td></tr>",""
"","","50","","","","","","","<tr><td colspan=""2"" style=""color:#fff;text-align:center;"">(Dr.Pink) You failed in your attempt to gain access to 203.0.113.31.</td></tr>",""
"","","50","","","","","","","<tr><td colspan=""2"" style=""color:#fff;text-align:center;"">No private events for Dr.Red.</td></tr>",""
"","","50","","","","","","","<tr><td colspan=""2"" style=""color:#fff;text-align:center;"">No private events for Dr.Silver.</td></tr>",""
"","","50","","","","","","","<tr><td colspan=""2"" style=""color:#fff;text-align:center;"">(Dr.White) You failed in your attempt to gain access to 203.0.113.31.</td></tr>",""
"","","50","","","","","","","<tr><td colspan=""2"" style=""color:#fff;text-align:center;"">No private events for Mrs.Magenta.</td></tr>",""
"","","","","","","","","","<tr><td colspan=""2"" style=""color:#00ff01;text-align:center;font-size:1.5em;""> <hr/> Night 5<hr/></td></tr>",""
"","","","","","","","","","<tr><td colspan=""2"" style=""color:#00ff01;text-align:right;font-size:1.5em;"">Night 5 Chat Log «</td></tr>","51"
"51","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00003.png"" style=""width:48px;height:48px;""/> Dr.Orange: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">ok i cannot troll mag again tonight we have to be serious </td></tr>",""
"51","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00091.png"" style=""width:48px;height:48px;""/> Dr.White: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">i can mm mag </td></tr>",""
"51","","","","1","","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00101.png"" style=""width:48px;height:48px;""/> Dr.Gold: </td> <td style=""text-align:justify;width:75%;color: #911eb4;;"">nice try man </td></tr>",""
"51","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00134.png"" style=""width:48px;height:48px;""/> Dr.Blue: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">[!] DAY 4 : Dr.Orange ››› 203.0.113.31 </td></tr>",""
"51","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00003.png"" style=""width:48px;height:48px;""/> Dr.Orange: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">ok </td></tr>",""
"51","","","","1","","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00101.png"" style=""width:48px;height:48px;""/> Dr.Gold: </td> <td style=""text-align:justify;width:75%;color: #911eb4;;"">this is a neuts out lobby </td></tr>",""
"51","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00182.png"" style=""width:48px;height:48px;""/> Mrs.Magenta: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">[!] DAY 4 : Dr.Orange ››› 203.0.113.31 </td></tr>",""
"51","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00003.png"" style=""width:48px;height:48px;""/> Dr.Orange: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">we safe then </td></tr>",""
"51","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00134.png"" style=""width:48px;height:48px;""/> Dr.Blue: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">nice job being on there twice </td></tr>",""
"51","","","","","","","","1","<tr><td colspan=""2"" style=""color:#ff0001;text-align:center;font-size:1.0em;"">Mrs.Magenta voted to kill Dr.Orange</td></tr>",""
"51","","","","","","","","1","<tr><td colspan=""2"" style=""color:#ff0001;text-align:center;font-size:1.0em;"">Dr.Blue voted to kill Dr.Orange</td></tr>",""
"51","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00091.png"" style=""width:48px;height:48px;""/> Dr.White: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">orange claim </td></tr>",""
"51","","","","","","","1","","<tr><td><table><tbody><tr><td style=""text-center;margin:auto;"">   <img src=""../../avatars/00015.png"" style=""width:48px;height:48px;""/><br/> Dr.Brown </td><td style=""vertical-align:middle;"">» » »</td> <td style=""text-align:center;margin:auto;"">   <img src=""../../avatars/00178.png"" style=""width:48px;height:48px;""/><br/> Dr.Gray </td></tr></tbody></table></td><td><pre><b>Private message:</b>sorry boss i failed</pre></td></tr>",""
